record_id,longitude,latitude,date_value,T2M,RH2M
3.0,36.431,-0.7172,2001-01-01,16.48,60.94
3.0,36.431,-0.7172,2001-01-02,16.62,64.5
3.0,36.431,-0.7172,2001-01-03,16.82,66.62
3.0,36.431,-0.7172,2001-01-04,17.26,71.12
3.0,36.431,-0.7172,2001-01-05,15.17,82.88
3.0,36.431,-0.7172,2001-01-06,15.12,77.31
3.0,36.431,-0.7172,2001-01-07,15.97,73.5
3.0,36.431,-0.7172,2001-01-08,16.3,72.56
3.0,36.431,-0.7172,2001-01-09,14.98,80.5
3.0,36.431,-0.7172,2001-01-10,14.83,80.75
3.0,36.431,-0.7172,2001-01-11,15.23,83.25
3.0,36.431,-0.7172,2001-01-12,15.22,79.0
3.0,36.431,-0.7172,2001-01-13,14.83,76.25
3.0,36.431,-0.7172,2001-01-14,14.56,77.44
3.0,36.431,-0.7172,2001-01-15,14.99,77.69
3.0,36.431,-0.7172,2001-01-16,14.96,65.81
3.0,36.431,-0.7172,2001-01-17,15.33,63.94
3.0,36.431,-0.7172,2001-01-18,15.44,67.56
3.0,36.431,-0.7172,2001-01-19,15.9,66.38
3.0,36.431,-0.7172,2001-01-20,16.63,66.62
3.0,36.431,-0.7172,2001-01-21,16.53,72.25
3.0,36.431,-0.7172,2001-01-22,15.57,79.75
3.0,36.431,-0.7172,2001-01-23,15.47,80.44
3.0,36.431,-0.7172,2001-01-24,14.72,83.31
3.0,36.431,-0.7172,2001-01-25,14.42,80.0
3.0,36.431,-0.7172,2001-01-26,14.86,77.38
3.0,36.431,-0.7172,2001-01-27,15.15,79.31
3.0,36.431,-0.7172,2001-01-28,15.96,76.75
3.0,36.431,-0.7172,2001-01-29,15.94,73.12
3.0,36.431,-0.7172,2001-01-30,15.15,74.38
3.0,36.431,-0.7172,2001-01-31,14.85,64.44
3.0,36.431,-0.7172,2001-02-01,14.72,59.81
3.0,36.431,-0.7172,2001-02-02,14.96,52.88
3.0,36.431,-0.7172,2001-02-03,15.94,44.25
3.0,36.431,-0.7172,2001-02-04,17.41,43.81
3.0,36.431,-0.7172,2001-02-05,17.36,56.62
3.0,36.431,-0.7172,2001-02-06,16.49,72.31
3.0,36.431,-0.7172,2001-02-07,16.94,71.88
3.0,36.431,-0.7172,2001-02-08,16.42,70.62
3.0,36.431,-0.7172,2001-02-09,15.98,72.25
3.0,36.431,-0.7172,2001-02-10,15.85,73.25
3.0,36.431,-0.7172,2001-02-11,16.73,69.0
3.0,36.431,-0.7172,2001-02-12,16.87,68.25
3.0,36.431,-0.7172,2001-02-13,17.1,68.25
3.0,36.431,-0.7172,2001-02-14,16.63,69.06
3.0,36.431,-0.7172,2001-02-15,16.88,64.69
3.0,36.431,-0.7172,2001-02-16,16.23,61.38
3.0,36.431,-0.7172,2001-02-17,16.12,57.44
3.0,36.431,-0.7172,2001-02-18,16.73,56.44
3.0,36.431,-0.7172,2001-02-19,17.31,61.06
3.0,36.431,-0.7172,2001-02-20,17.71,62.5
3.0,36.431,-0.7172,2001-02-21,18.44,61.31
3.0,36.431,-0.7172,2001-02-22,17.85,54.19
3.0,36.431,-0.7172,2001-02-23,17.71,53.69
3.0,36.431,-0.7172,2001-02-24,17.45,61.25
3.0,36.431,-0.7172,2001-02-25,17.42,63.44
3.0,36.431,-0.7172,2001-02-26,17.72,58.62
3.0,36.431,-0.7172,2001-02-27,18.01,57.75
3.0,36.431,-0.7172,2001-02-28,17.2,59.81
3.0,36.431,-0.7172,2001-03-01,16.36,57.0
3.0,36.431,-0.7172,2001-03-02,16.09,50.06
3.0,36.431,-0.7172,2001-03-03,16.61,43.25
3.0,36.431,-0.7172,2001-03-04,16.99,47.75
3.0,36.431,-0.7172,2001-03-05,17.44,54.94
3.0,36.431,-0.7172,2001-03-06,16.76,70.31
3.0,36.431,-0.7172,2001-03-07,16.25,74.69
3.0,36.431,-0.7172,2001-03-08,16.4,69.31
3.0,36.431,-0.7172,2001-03-09,16.33,62.62
3.0,36.431,-0.7172,2001-03-10,16.48,57.69
3.0,36.431,-0.7172,2001-03-11,17.05,53.88
3.0,36.431,-0.7172,2001-03-12,17.84,54.25
3.0,36.431,-0.7172,2001-03-13,16.89,67.25
3.0,36.431,-0.7172,2001-03-14,17.44,63.88
3.0,36.431,-0.7172,2001-03-15,17.47,60.25
3.0,36.431,-0.7172,2001-03-16,16.78,60.19
3.0,36.431,-0.7172,2001-03-17,17.04,62.88
3.0,36.431,-0.7172,2001-03-18,17.26,61.06
3.0,36.431,-0.7172,2001-03-19,17.47,61.31
3.0,36.431,-0.7172,2001-03-20,17.5,64.81
3.0,36.431,-0.7172,2001-03-21,17.81,63.44
3.0,36.431,-0.7172,2001-03-22,17.59,61.0
3.0,36.431,-0.7172,2001-03-23,18.01,62.69
3.0,36.431,-0.7172,2001-03-24,16.95,75.75
3.0,36.431,-0.7172,2001-03-25,16.58,80.81
3.0,36.431,-0.7172,2001-03-26,16.01,84.75
3.0,36.431,-0.7172,2001-03-27,16.08,82.31
3.0,36.431,-0.7172,2001-03-28,16.57,75.94
3.0,36.431,-0.7172,2001-03-29,16.9,71.56
3.0,36.431,-0.7172,2001-03-30,16.78,75.75
3.0,36.431,-0.7172,2001-03-31,15.65,81.25
3.0,36.431,-0.7172,2001-04-01,16.37,80.5
3.0,36.431,-0.7172,2001-04-02,15.82,71.94
3.0,36.431,-0.7172,2001-04-03,16.01,67.38
3.0,36.431,-0.7172,2001-04-04,16.46,70.88
3.0,36.431,-0.7172,2001-04-05,17.08,74.56
3.0,36.431,-0.7172,2001-04-06,16.61,83.31
3.0,36.431,-0.7172,2001-04-07,17.15,80.94
3.0,36.431,-0.7172,2001-04-08,16.91,83.12
3.0,36.431,-0.7172,2001-04-09,16.2,87.31
3.0,36.431,-0.7172,2001-04-10,16.48,84.0
3.0,36.431,-0.7172,2001-04-11,16.51,80.38
3.0,36.431,-0.7172,2001-04-12,15.71,77.75
3.0,36.431,-0.7172,2001-04-13,15.57,76.38
3.0,36.431,-0.7172,2001-04-14,15.83,75.75
3.0,36.431,-0.7172,2001-04-15,15.78,77.12
3.0,36.431,-0.7172,2001-04-16,15.5,79.38
3.0,36.431,-0.7172,2001-04-17,15.69,77.81
3.0,36.431,-0.7172,2001-04-18,15.55,76.69
3.0,36.431,-0.7172,2001-04-19,15.64,76.19
3.0,36.431,-0.7172,2001-04-20,15.26,79.5
3.0,36.431,-0.7172,2001-04-21,15.56,78.62
3.0,36.431,-0.7172,2001-04-22,15.29,78.06
3.0,36.431,-0.7172,2001-04-23,15.68,81.25
3.0,36.431,-0.7172,2001-04-24,16.19,82.56
3.0,36.431,-0.7172,2001-04-25,16.13,83.25
3.0,36.431,-0.7172,2001-04-26,16.05,83.19
3.0,36.431,-0.7172,2001-04-27,15.73,81.75
3.0,36.431,-0.7172,2001-04-28,15.79,83.38
3.0,36.431,-0.7172,2001-04-29,16.01,82.88
3.0,36.431,-0.7172,2001-04-30,16.53,83.5
3.0,36.431,-0.7172,2001-05-01,16.19,82.69
3.0,36.431,-0.7172,2001-05-02,16.4,82.94
3.0,36.431,-0.7172,2001-05-03,16.41,84.69
3.0,36.431,-0.7172,2001-05-04,16.4,85.0
3.0,36.431,-0.7172,2001-05-05,16.23,82.62
3.0,36.431,-0.7172,2001-05-06,16.08,81.81
3.0,36.431,-0.7172,2001-05-07,16.15,73.25
3.0,36.431,-0.7172,2001-05-08,15.15,75.19
3.0,36.431,-0.7172,2001-05-09,15.55,78.62
3.0,36.431,-0.7172,2001-05-10,15.61,77.19
3.0,36.431,-0.7172,2001-05-11,15.66,81.94
3.0,36.431,-0.7172,2001-05-12,15.37,80.56
3.0,36.431,-0.7172,2001-05-13,15.4,78.0
3.0,36.431,-0.7172,2001-05-14,15.72,80.56
3.0,36.431,-0.7172,2001-05-15,15.73,79.69
3.0,36.431,-0.7172,2001-05-16,15.77,80.38
3.0,36.431,-0.7172,2001-05-17,15.4,80.0
3.0,36.431,-0.7172,2001-05-18,15.21,75.56
3.0,36.431,-0.7172,2001-05-19,15.1,78.0
3.0,36.431,-0.7172,2001-05-20,15.27,77.75
3.0,36.431,-0.7172,2001-05-21,15.28,78.31
3.0,36.431,-0.7172,2001-05-22,16.08,74.19
3.0,36.431,-0.7172,2001-05-23,15.9,76.56
3.0,36.431,-0.7172,2001-05-24,15.51,74.56
3.0,36.431,-0.7172,2001-05-25,15.25,74.0
3.0,36.431,-0.7172,2001-05-26,14.98,76.06
3.0,36.431,-0.7172,2001-05-27,14.83,79.56
3.0,36.431,-0.7172,2001-05-28,14.23,83.94
3.0,36.431,-0.7172,2001-05-29,13.43,85.75
3.0,36.431,-0.7172,2001-05-30,13.55,84.31
3.0,36.431,-0.7172,2001-05-31,13.98,82.62
3.0,36.431,-0.7172,2001-06-01,14.33,83.12
3.0,36.431,-0.7172,2001-06-02,14.73,80.88
3.0,36.431,-0.7172,2001-06-03,15.15,74.5
3.0,36.431,-0.7172,2001-06-04,14.6,74.88
3.0,36.431,-0.7172,2001-06-05,15.55,76.06
3.0,36.431,-0.7172,2001-06-06,14.91,85.31
3.0,36.431,-0.7172,2001-06-07,13.99,85.06
3.0,36.431,-0.7172,2001-06-08,13.87,84.56
3.0,36.431,-0.7172,2001-06-09,13.77,84.62
3.0,36.431,-0.7172,2001-06-10,14.25,81.88
3.0,36.431,-0.7172,2001-06-11,14.17,81.06
3.0,36.431,-0.7172,2001-06-12,13.03,81.75
3.0,36.431,-0.7172,2001-06-13,13.26,84.56
3.0,36.431,-0.7172,2001-06-14,13.44,82.38
3.0,36.431,-0.7172,2001-06-15,14.15,83.0
3.0,36.431,-0.7172,2001-06-16,13.31,78.0
3.0,36.431,-0.7172,2001-06-17,13.91,76.62
3.0,36.431,-0.7172,2001-06-18,14.19,77.44
3.0,36.431,-0.7172,2001-06-19,14.78,79.69
3.0,36.431,-0.7172,2001-06-20,14.36,79.69
3.0,36.431,-0.7172,2001-06-21,13.92,80.12
3.0,36.431,-0.7172,2001-06-22,13.99,78.31
3.0,36.431,-0.7172,2001-06-23,14.77,73.69
3.0,36.431,-0.7172,2001-06-24,13.54,72.38
3.0,36.431,-0.7172,2001-06-25,13.59,73.56
3.0,36.431,-0.7172,2001-06-26,14.83,80.62
3.0,36.431,-0.7172,2001-06-27,13.71,87.19
3.0,36.431,-0.7172,2001-06-28,14.27,80.94
3.0,36.431,-0.7172,2001-06-29,14.07,78.94
3.0,36.431,-0.7172,2001-06-30,13.94,79.31
3.0,36.431,-0.7172,2001-07-01,14.05,79.94
3.0,36.431,-0.7172,2001-07-02,13.19,77.25
3.0,36.431,-0.7172,2001-07-03,14.0,74.62
3.0,36.431,-0.7172,2001-07-04,14.18,77.06
3.0,36.431,-0.7172,2001-07-05,14.61,74.25
3.0,36.431,-0.7172,2001-07-06,13.65,73.56
3.0,36.431,-0.7172,2001-07-07,13.89,72.88
3.0,36.431,-0.7172,2001-07-08,14.14,75.69
3.0,36.431,-0.7172,2001-07-09,13.98,78.75
3.0,36.431,-0.7172,2001-07-10,14.47,79.88
3.0,36.431,-0.7172,2001-07-11,15.22,76.25
3.0,36.431,-0.7172,2001-07-12,14.91,80.12
3.0,36.431,-0.7172,2001-07-13,14.61,80.94
3.0,36.431,-0.7172,2001-07-14,13.12,78.12
3.0,36.431,-0.7172,2001-07-15,12.78,77.12
3.0,36.431,-0.7172,2001-07-16,13.8,76.38
3.0,36.431,-0.7172,2001-07-17,15.15,76.81
3.0,36.431,-0.7172,2001-07-18,13.95,84.44
3.0,36.431,-0.7172,2001-07-19,15.0,80.19
3.0,36.431,-0.7172,2001-07-20,14.63,84.25
3.0,36.431,-0.7172,2001-07-21,14.33,86.56
3.0,36.431,-0.7172,2001-07-22,13.8,85.06
3.0,36.431,-0.7172,2001-07-23,13.55,86.19
3.0,36.431,-0.7172,2001-07-24,13.63,83.12
3.0,36.431,-0.7172,2001-07-25,13.33,82.94
3.0,36.431,-0.7172,2001-07-26,12.83,83.75
3.0,36.431,-0.7172,2001-07-27,12.57,83.75
3.0,36.431,-0.7172,2001-07-28,13.42,83.56
3.0,36.431,-0.7172,2001-07-29,12.46,86.19
3.0,36.431,-0.7172,2001-07-30,13.09,81.5
3.0,36.431,-0.7172,2001-07-31,11.79,81.38
3.0,36.431,-0.7172,2001-08-01,12.12,84.19
3.0,36.431,-0.7172,2001-08-02,12.18,80.56
3.0,36.431,-0.7172,2001-08-03,12.78,81.62
3.0,36.431,-0.7172,2001-08-04,13.54,82.06
3.0,36.431,-0.7172,2001-08-05,14.0,77.0
3.0,36.431,-0.7172,2001-08-06,12.43,74.44
3.0,36.431,-0.7172,2001-08-07,13.8,71.31
3.0,36.431,-0.7172,2001-08-08,14.44,83.75
3.0,36.431,-0.7172,2001-08-09,13.3,86.31
3.0,36.431,-0.7172,2001-08-10,13.64,82.31
3.0,36.431,-0.7172,2001-08-11,14.91,78.56
3.0,36.431,-0.7172,2001-08-12,14.65,84.06
3.0,36.431,-0.7172,2001-08-13,14.38,85.5
3.0,36.431,-0.7172,2001-08-14,14.83,79.88
3.0,36.431,-0.7172,2001-08-15,15.01,80.69
3.0,36.431,-0.7172,2001-08-16,15.69,80.12
3.0,36.431,-0.7172,2001-08-17,15.06,77.62
3.0,36.431,-0.7172,2001-08-18,14.48,71.38
3.0,36.431,-0.7172,2001-08-19,14.4,67.06
3.0,36.431,-0.7172,2001-08-20,14.12,60.69
3.0,36.431,-0.7172,2001-08-21,14.78,66.31
3.0,36.431,-0.7172,2001-08-22,14.98,68.88
3.0,36.431,-0.7172,2001-08-23,14.59,63.19
3.0,36.431,-0.7172,2001-08-24,14.55,58.5
3.0,36.431,-0.7172,2001-08-25,14.98,64.31
3.0,36.431,-0.7172,2001-08-26,14.73,71.69
3.0,36.431,-0.7172,2001-08-27,14.17,76.62
3.0,36.431,-0.7172,2001-08-28,13.05,70.56
3.0,36.431,-0.7172,2001-08-29,11.76,80.88
3.0,36.431,-0.7172,2001-08-30,13.31,79.25
3.0,36.431,-0.7172,2001-08-31,14.26,77.56
3.0,36.431,-0.7172,2001-09-01,13.98,77.25
3.0,36.431,-0.7172,2001-09-02,14.48,79.06
3.0,36.431,-0.7172,2001-09-03,15.14,79.12
3.0,36.431,-0.7172,2001-09-04,14.73,83.31
3.0,36.431,-0.7172,2001-09-05,16.05,75.19
3.0,36.431,-0.7172,2001-09-06,16.01,76.31
3.0,36.431,-0.7172,2001-09-07,15.71,77.81
3.0,36.431,-0.7172,2001-09-08,15.18,77.5
3.0,36.431,-0.7172,2001-09-09,15.15,72.5
3.0,36.431,-0.7172,2001-09-10,14.73,74.06
3.0,36.431,-0.7172,2001-09-11,14.93,69.06
3.0,36.431,-0.7172,2001-09-12,15.51,66.06
3.0,36.431,-0.7172,2001-09-13,16.08,63.44
3.0,36.431,-0.7172,2001-09-14,16.33,64.12
3.0,36.431,-0.7172,2001-09-15,15.3,67.81
3.0,36.431,-0.7172,2001-09-16,14.89,75.19
3.0,36.431,-0.7172,2001-09-17,15.7,71.12
3.0,36.431,-0.7172,2001-09-18,15.83,73.31
3.0,36.431,-0.7172,2001-09-19,15.33,75.12
3.0,36.431,-0.7172,2001-09-20,16.07,74.69
3.0,36.431,-0.7172,2001-09-21,16.27,75.75
3.0,36.431,-0.7172,2001-09-22,15.04,79.56
3.0,36.431,-0.7172,2001-09-23,16.19,74.94
3.0,36.431,-0.7172,2001-09-24,15.9,71.69
3.0,36.431,-0.7172,2001-09-25,15.95,68.94
3.0,36.431,-0.7172,2001-09-26,15.63,66.31
3.0,36.431,-0.7172,2001-09-27,15.87,68.25
3.0,36.431,-0.7172,2001-09-28,15.62,73.69
3.0,36.431,-0.7172,2001-09-29,15.54,74.25
3.0,36.431,-0.7172,2001-09-30,14.76,69.62
3.0,36.431,-0.7172,2001-10-01,14.95,72.56
3.0,36.431,-0.7172,2001-10-02,14.92,81.88
3.0,36.431,-0.7172,2001-10-03,13.9,83.94
3.0,36.431,-0.7172,2001-10-04,13.65,80.88
3.0,36.431,-0.7172,2001-10-05,15.18,80.06
3.0,36.431,-0.7172,2001-10-06,14.39,83.56
3.0,36.431,-0.7172,2001-10-07,14.72,80.31
3.0,36.431,-0.7172,2001-10-08,14.71,80.25
3.0,36.431,-0.7172,2001-10-09,14.87,77.69
3.0,36.431,-0.7172,2001-10-10,15.12,75.94
3.0,36.431,-0.7172,2001-10-11,15.9,73.0
3.0,36.431,-0.7172,2001-10-12,15.87,69.75
3.0,36.431,-0.7172,2001-10-13,15.93,66.69
3.0,36.431,-0.7172,2001-10-14,15.4,64.25
3.0,36.431,-0.7172,2001-10-15,15.7,64.62
3.0,36.431,-0.7172,2001-10-16,15.99,67.94
3.0,36.431,-0.7172,2001-10-17,16.73,64.19
3.0,36.431,-0.7172,2001-10-18,16.71,62.38
3.0,36.431,-0.7172,2001-10-19,16.65,59.94
3.0,36.431,-0.7172,2001-10-20,16.08,64.62
3.0,36.431,-0.7172,2001-10-21,16.61,63.19
3.0,36.431,-0.7172,2001-10-22,16.22,67.38
3.0,36.431,-0.7172,2001-10-23,16.2,73.5
3.0,36.431,-0.7172,2001-10-24,16.21,71.44
3.0,36.431,-0.7172,2001-10-25,16.05,71.38
3.0,36.431,-0.7172,2001-10-26,15.55,71.75
3.0,36.431,-0.7172,2001-10-27,16.08,75.38
3.0,36.431,-0.7172,2001-10-28,15.07,82.19
3.0,36.431,-0.7172,2001-10-29,15.42,78.38
3.0,36.431,-0.7172,2001-10-30,15.33,80.06
3.0,36.431,-0.7172,2001-10-31,15.84,81.19
3.0,36.431,-0.7172,2001-11-01,15.83,82.69
3.0,36.431,-0.7172,2001-11-02,15.48,83.12
3.0,36.431,-0.7172,2001-11-03,16.0,82.31
3.0,36.431,-0.7172,2001-11-04,15.32,84.56
3.0,36.431,-0.7172,2001-11-05,15.14,83.88
3.0,36.431,-0.7172,2001-11-06,14.88,81.44
3.0,36.431,-0.7172,2001-11-07,14.94,78.81
3.0,36.431,-0.7172,2001-11-08,15.42,75.62
3.0,36.431,-0.7172,2001-11-09,15.37,78.88
3.0,36.431,-0.7172,2001-11-10,15.77,80.38
3.0,36.431,-0.7172,2001-11-11,15.1,83.25
3.0,36.431,-0.7172,2001-11-12,14.63,84.88
3.0,36.431,-0.7172,2001-11-13,14.74,86.31
3.0,36.431,-0.7172,2001-11-14,14.96,86.38
3.0,36.431,-0.7172,2001-11-15,15.77,82.81
3.0,36.431,-0.7172,2001-11-16,14.47,87.75
3.0,36.431,-0.7172,2001-11-17,15.16,83.06
3.0,36.431,-0.7172,2001-11-18,15.08,86.62
3.0,36.431,-0.7172,2001-11-19,15.21,85.81
3.0,36.431,-0.7172,2001-11-20,14.97,81.06
3.0,36.431,-0.7172,2001-11-21,15.19,78.88
3.0,36.431,-0.7172,2001-11-22,14.66,86.75
3.0,36.431,-0.7172,2001-11-23,15.26,82.75
3.0,36.431,-0.7172,2001-11-24,15.17,82.38
3.0,36.431,-0.7172,2001-11-25,14.97,80.69
3.0,36.431,-0.7172,2001-11-26,15.29,81.44
3.0,36.431,-0.7172,2001-11-27,14.69,82.62
3.0,36.431,-0.7172,2001-11-28,14.08,83.56
3.0,36.431,-0.7172,2001-11-29,15.01,79.94
3.0,36.431,-0.7172,2001-11-30,15.08,83.38
3.0,36.431,-0.7172,2001-12-01,15.73,79.56
3.0,36.431,-0.7172,2001-12-02,15.65,82.25
3.0,36.431,-0.7172,2001-12-03,15.85,73.44
3.0,36.431,-0.7172,2001-12-04,15.48,73.75
3.0,36.431,-0.7172,2001-12-05,15.62,75.88
3.0,36.431,-0.7172,2001-12-06,15.65,73.56
3.0,36.431,-0.7172,2001-12-07,15.56,73.75
3.0,36.431,-0.7172,2001-12-08,15.68,73.06
3.0,36.431,-0.7172,2001-12-09,15.34,76.31
3.0,36.431,-0.7172,2001-12-10,16.01,73.19
3.0,36.431,-0.7172,2001-12-11,16.3,74.62
3.0,36.431,-0.7172,2001-12-12,16.03,76.38
3.0,36.431,-0.7172,2001-12-13,14.98,78.31
3.0,36.431,-0.7172,2001-12-14,14.8,78.62
3.0,36.431,-0.7172,2001-12-15,15.45,81.12
3.0,36.431,-0.7172,2001-12-16,16.24,76.31
3.0,36.431,-0.7172,2001-12-17,15.87,77.81
3.0,36.431,-0.7172,2001-12-18,16.12,78.38
3.0,36.431,-0.7172,2001-12-19,16.38,76.88
3.0,36.431,-0.7172,2001-12-20,16.12,71.56
3.0,36.431,-0.7172,2001-12-21,15.7,69.69
3.0,36.431,-0.7172,2001-12-22,15.66,71.31
3.0,36.431,-0.7172,2001-12-23,15.83,72.44
3.0,36.431,-0.7172,2001-12-24,15.88,69.5
3.0,36.431,-0.7172,2001-12-25,16.76,64.75
3.0,36.431,-0.7172,2001-12-26,15.98,65.56
3.0,36.431,-0.7172,2001-12-27,16.26,67.94
3.0,36.431,-0.7172,2001-12-28,15.93,66.75
3.0,36.431,-0.7172,2001-12-29,15.83,67.25
3.0,36.431,-0.7172,2001-12-30,16.28,66.38
3.0,36.431,-0.7172,2001-12-31,16.4,66.94
3.0,36.431,-0.7172,2002-01-01,17.43,66.81
3.0,36.431,-0.7172,2002-01-02,16.51,75.25
3.0,36.431,-0.7172,2002-01-03,15.9,75.38
3.0,36.431,-0.7172,2002-01-04,15.79,77.88
3.0,36.431,-0.7172,2002-01-05,16.12,76.44
3.0,36.431,-0.7172,2002-01-06,15.91,72.5
3.0,36.431,-0.7172,2002-01-07,15.47,69.88
3.0,36.431,-0.7172,2002-01-08,16.11,69.0
3.0,36.431,-0.7172,2002-01-09,16.33,73.44
3.0,36.431,-0.7172,2002-01-10,16.81,74.44
3.0,36.431,-0.7172,2002-01-11,16.82,80.06
3.0,36.431,-0.7172,2002-01-12,16.33,83.5
3.0,36.431,-0.7172,2002-01-13,15.77,81.19
3.0,36.431,-0.7172,2002-01-14,15.58,78.88
3.0,36.431,-0.7172,2002-01-15,15.51,81.12
3.0,36.431,-0.7172,2002-01-16,14.37,83.31
3.0,36.431,-0.7172,2002-01-17,15.25,71.38
3.0,36.431,-0.7172,2002-01-18,15.16,68.19
3.0,36.431,-0.7172,2002-01-19,14.35,62.44
3.0,36.431,-0.7172,2002-01-20,14.94,61.44
3.0,36.431,-0.7172,2002-01-21,16.13,66.06
3.0,36.431,-0.7172,2002-01-22,16.68,62.69
3.0,36.431,-0.7172,2002-01-23,15.65,57.19
3.0,36.431,-0.7172,2002-01-24,16.38,52.75
3.0,36.431,-0.7172,2002-01-25,15.9,58.31
3.0,36.431,-0.7172,2002-01-26,15.3,64.12
3.0,36.431,-0.7172,2002-01-27,14.8,67.12
3.0,36.431,-0.7172,2002-01-28,15.83,66.81
3.0,36.431,-0.7172,2002-01-29,16.07,56.19
3.0,36.431,-0.7172,2002-01-30,15.28,55.19
3.0,36.431,-0.7172,2002-01-31,15.05,48.5
3.0,36.431,-0.7172,2002-02-01,15.62,55.75
3.0,36.431,-0.7172,2002-02-02,15.29,59.06
3.0,36.431,-0.7172,2002-02-03,15.55,53.81
3.0,36.431,-0.7172,2002-02-04,16.48,44.88
3.0,36.431,-0.7172,2002-02-05,16.55,43.19
3.0,36.431,-0.7172,2002-02-06,16.56,49.12
3.0,36.431,-0.7172,2002-02-07,16.37,49.12
3.0,36.431,-0.7172,2002-02-08,17.01,48.56
3.0,36.431,-0.7172,2002-02-09,17.85,49.0
3.0,36.431,-0.7172,2002-02-10,17.41,49.0
3.0,36.431,-0.7172,2002-02-11,17.27,46.25
3.0,36.431,-0.7172,2002-02-12,17.81,42.12
3.0,36.431,-0.7172,2002-02-13,17.9,46.06
3.0,36.431,-0.7172,2002-02-14,18.12,56.5
3.0,36.431,-0.7172,2002-02-15,17.99,57.44
3.0,36.431,-0.7172,2002-02-16,18.08,58.25
3.0,36.431,-0.7172,2002-02-17,17.26,66.19
3.0,36.431,-0.7172,2002-02-18,17.57,63.81
3.0,36.431,-0.7172,2002-02-19,17.53,63.44
3.0,36.431,-0.7172,2002-02-20,16.58,56.44
3.0,36.431,-0.7172,2002-02-21,16.17,60.0
3.0,36.431,-0.7172,2002-02-22,15.91,68.62
3.0,36.431,-0.7172,2002-02-23,16.2,69.19
3.0,36.431,-0.7172,2002-02-24,15.33,62.25
3.0,36.431,-0.7172,2002-02-25,16.64,65.12
3.0,36.431,-0.7172,2002-02-26,17.72,69.56
3.0,36.431,-0.7172,2002-02-27,17.75,67.12
3.0,36.431,-0.7172,2002-02-28,17.82,63.06
3.0,36.431,-0.7172,2002-03-01,18.01,60.25
3.0,36.431,-0.7172,2002-03-02,18.38,61.19
3.0,36.431,-0.7172,2002-03-03,17.83,70.75
3.0,36.431,-0.7172,2002-03-04,15.37,88.44
3.0,36.431,-0.7172,2002-03-05,15.8,83.19
3.0,36.431,-0.7172,2002-03-06,16.16,82.0
3.0,36.431,-0.7172,2002-03-07,16.69,74.5
3.0,36.431,-0.7172,2002-03-08,16.85,67.56
3.0,36.431,-0.7172,2002-03-09,17.5,65.94
3.0,36.431,-0.7172,2002-03-10,17.48,72.56
3.0,36.431,-0.7172,2002-03-11,16.81,76.44
3.0,36.431,-0.7172,2002-03-12,15.92,75.06
3.0,36.431,-0.7172,2002-03-13,15.8,76.69
3.0,36.431,-0.7172,2002-03-14,16.64,74.44
3.0,36.431,-0.7172,2002-03-15,15.99,73.56
3.0,36.431,-0.7172,2002-03-16,16.75,72.81
3.0,36.431,-0.7172,2002-03-17,16.99,70.88
3.0,36.431,-0.7172,2002-03-18,16.24,72.19
3.0,36.431,-0.7172,2002-03-19,16.73,71.44
3.0,36.431,-0.7172,2002-03-20,17.16,72.25
3.0,36.431,-0.7172,2002-03-21,16.59,71.44
3.0,36.431,-0.7172,2002-03-22,17.16,67.0
3.0,36.431,-0.7172,2002-03-23,17.66,65.62
3.0,36.431,-0.7172,2002-03-24,17.55,68.88
3.0,36.431,-0.7172,2002-03-25,18.54,62.69
3.0,36.431,-0.7172,2002-03-26,18.72,61.94
3.0,36.431,-0.7172,2002-03-27,18.33,64.81
3.0,36.431,-0.7172,2002-03-28,18.58,62.69
3.0,36.431,-0.7172,2002-03-29,18.65,60.31
3.0,36.431,-0.7172,2002-03-30,18.5,59.12
3.0,36.431,-0.7172,2002-03-31,18.5,67.44
3.0,36.431,-0.7172,2002-04-01,18.22,70.69
3.0,36.431,-0.7172,2002-04-02,18.17,68.19
3.0,36.431,-0.7172,2002-04-03,17.87,72.0
3.0,36.431,-0.7172,2002-04-04,17.94,67.88
3.0,36.431,-0.7172,2002-04-05,17.61,66.44
3.0,36.431,-0.7172,2002-04-06,17.76,65.69
3.0,36.431,-0.7172,2002-04-07,18.11,69.25
3.0,36.431,-0.7172,2002-04-08,17.49,69.88
3.0,36.431,-0.7172,2002-04-09,17.41,65.31
3.0,36.431,-0.7172,2002-04-10,17.52,67.06
3.0,36.431,-0.7172,2002-04-11,17.58,73.38
3.0,36.431,-0.7172,2002-04-12,16.56,76.69
3.0,36.431,-0.7172,2002-04-13,16.37,73.5
3.0,36.431,-0.7172,2002-04-14,17.05,73.88
3.0,36.431,-0.7172,2002-04-15,15.71,81.75
3.0,36.431,-0.7172,2002-04-16,16.26,75.94
3.0,36.431,-0.7172,2002-04-17,16.39,78.12
3.0,36.431,-0.7172,2002-04-18,16.19,79.25
3.0,36.431,-0.7172,2002-04-19,15.92,82.75
3.0,36.431,-0.7172,2002-04-20,16.01,81.88
3.0,36.431,-0.7172,2002-04-21,16.17,79.94
3.0,36.431,-0.7172,2002-04-22,15.98,82.31
3.0,36.431,-0.7172,2002-04-23,16.01,83.81
3.0,36.431,-0.7172,2002-04-24,16.31,80.12
3.0,36.431,-0.7172,2002-04-25,16.25,82.5
3.0,36.431,-0.7172,2002-04-26,16.28,82.06
